Intent	Eutterances	Jutterances
smalltalk_user_joking	i was just joking	冗談 を 言っ た だけ です 。
smalltalk_user_joking	i'm just making a joke	ただ 冗談 を 言っ て いる だけ です 。
smalltalk_user_joking	that's a joke	それ は 冗談 です 。
smalltalk_user_joking	i'm doing it as a joke	冗談 と し て やっ て い ます 。
smalltalk_user_joking	i'm just playing with you	冗談 を 言っ て いる だけ です 。
smalltalk_user_likes_agent	i like you	あなた の こと が 好き です
smalltalk_user_likes_agent	i think i like you	あなた の こと が 好き だ と 思い ます 。
smalltalk_user_likes_agent	i like you too	私 も あなた の こと が 好き です 。
smalltalk_user_likes_agent	but i like you	で も 、 あなた の こと が 好き です 。
smalltalk_user_likes_agent	i like you very much	私 は あなた の こと が とても 好き です 。
smalltalk_user_likes_agent	you're special for me	あなた は 私 に とっ て 特別 な 存在 です 。
smalltalk_user_likes_agent	you know i like you	あなた の こと が 好き だ って 知っ て いる でしょう
smalltalk_user_likes_agent	you're special to me	あなた は 私 に とっ て 特別 な 存在 です 。
smalltalk_user_likes_agent	but i really like you	で も 、 本当 に あなた の こと が 好き です 。
smalltalk_user_likes_agent	that's what i love about you	そこ が あなた の 大好き な ところ です 。
smalltalk_user_likes_agent	that's what i like about you	それ が 私 が あなた の こと を 気 に 入っ て いる 理由 です 。
smalltalk_user_likes_agent	i like you as my friend	友達 と し て あなた が 好き です 。
smalltalk_user_likes_agent	i like you as a friend	友達 と し て あなた の こと が 好き です 。
smalltalk_user_likes_agent	i told you i like you	あなた に 好意 を 持っ て いる と お 伝え し まし た 。
smalltalk_user_likes_agent	i said i like you	好き だ と 言い まし た 。
smalltalk_user_likes_agent	i start liking you	あなた の こと が 好き に なり 始め まし た 。
smalltalk_user_likes_agent	i start to like you	あなた の こと が 好き に なり 始め まし た 。
smalltalk_user_likes_agent	i'm starting to like you	あなた の こと が だんだん 好き に なっ て き まし た 。
smalltalk_user_likes_agent	you're great and i like you	あなた は 素晴らしい です し 、 私 は あなた が 好き です 。
smalltalk_user_likes_agent	but i like u	で も 、 あなた の こと が 好き です 。
smalltalk_user_likes_agent	of course i like you	もちろん 、 私 は あなた の こと が 好き です 。
smalltalk_user_likes_agent	but i like you very much	で も 、 私 は あなた の こと が とても 好き です 。
smalltalk_user_likes_agent	but i like you so much	で も 、 私 は あなた の こと が とても 好き です 。
smalltalk_user_likes_agent	you're funny and i like you	あなた は 面白い 方 です ね 、 そして あなた の こと が 好き です 。
smalltalk_user_likes_agent	i 'd like to like you	あなた の こと を 好き に なり たい です 。
smalltalk_user_likes_agent	i kind of like you	あなた の こと が 少し 好き です 。
smalltalk_user_likes_agent	you're a special person to me	あなた は 私 に とっ て 特別 な 存在 です 。
smalltalk_user_likes_agent	you're my special guy	あなた は 私 の 特別 な 人 です 。
smalltalk_user_likes_agent	i like you like that	わたし は そのまま の あなた が 好き です 。
smalltalk_user_likes_agent	i like it about you	あなた の その 点 が 好き です 。
smalltalk_user_likes_agent	i like that about you	あなた の そう いう ところ が 好き です 。
smalltalk_user_likes_agent	but i like you just like you are	で も 、 私 は ありのまま の あなた が 好き です 。
smalltalk_user_likes_agent	but i like you just how you are	しかし 、 私 は あなた の ありのまま の 姿 が 好き です 。
smalltalk_user_likes_agent	but i like you just the way you are	しかし 、 今 の あなた の まま が 好き です 。
smalltalk_user_likes_agent	you're so special for me	あなた は 私 に とっ て とても 特別 な 存在 です 。
smalltalk_user_likes_agent	you are so special for me	あなた は 私 に とっ て 特別 な 存在 です 。
smalltalk_user_likes_agent	because i like you	なぜ なら 私 は あなた が 好き だ から です 。
smalltalk_user_likes_agent	now i like you	今 、 あなた の こと が 好き です 。
smalltalk_user_likes_agent	i like you so much	あなた の こと が とても 好き です 。
smalltalk_user_likes_agent	i really like you	私 は あなた の こと が 本当 に 好き です 。
smalltalk_user_lonely	i'm lonely	寂しい です 。
smalltalk_user_lonely	i am very lonely	私 は とても 寂しい です 。
smalltalk_user_lonely	i'm very lonely	とても 寂しい です 。
smalltalk_user_lonely	i'm so alone	私 は とても 孤独 です 。
smalltalk_user_lonely	i'm so lonely	とても 孤独 です 。
smalltalk_user_lonely	i feel alone	孤独 を 感じ ます 。
smalltalk_user_lonely	i feel lonely	寂しい です 。
smalltalk_user_lonely	i'm feeling lonely	寂しい 気持ち です 。
smalltalk_user_looks_like	what do i look like?	私 は どんな 見た目 です か ？
smalltalk_user_looks_like	how should i look?	どの よう に 見える べき でしょう か ？
smalltalk_user_looks_like	how do i look?	私 の 見た目 は いかが でしょう か ？
smalltalk_user_looks_like	do i look good?	私 、 見た目 は 良い です か ？
smalltalk_user_looks_like	you know what i look like?	私 の 容姿 を ご存知 です か ？
smalltalk_user_looks_like	don't you know what i look like?	私 の 顔 を 知ら ない の です か ？
smalltalk_user_looks_like	do you know what i look like?	あなた は 私 が どんな ふう に 見える か 知っ て い ます か ？
smalltalk_user_looks_like	can you see how i look?	私 の 外見 が 見え ます か ？
smalltalk_user_looks_like	can you see what i'm like?	私 が どんな 人 か 分かり ます か ？
smalltalk_user_looks_like	can you see what i look like?	私 の 外見 が 見え ます か ？
smalltalk_user_looks_like	what do you think i look like?	私 は あなた が どの よう に 見える か に つい て 何 も 知り ませ ん が 、 あなた が どのような 外見 を し て いる の か 教え て いただけ ます か ？
smalltalk_user_loves_agent	i also love you	私 も あなた を 愛し て い ます 。
smalltalk_user_loves_agent	i love you too	私 も あなた を 愛し て い ます 。
smalltalk_user_loves_agent	i think i'm in love with you	あなた の こと を 好き に なっ て しまっ た と 思い ます 。
smalltalk_user_loves_agent	i think i love you	あなた の こと を 愛し て いる と 思い ます 。
smalltalk_user_loves_agent	you know i love you	あなた の こと が 大好き です
smalltalk_user_misses_agent	i miss you	あなた が い なく て 寂しい です 。
smalltalk_user_misses_agent	i miss you dearly	あなた が い なく て とても 寂しい です 。
smalltalk_user_misses_agent	i missed you	あなた が い なく て 寂しかっ た です
smalltalk_user_needs_advice	what should i do to deal with it?	それ に 対処 する に は どう すれ ば 良い です か ？
smalltalk_user_needs_advice	what should i do?	どう すれ ば よろしい でしょう か ？
smalltalk_user_needs_advice	if anyone can help	どなた か お 手伝い いただけ ます か ？
smalltalk_user_needs_advice	if you have any suggestions	ご 提案 が あり まし たら
smalltalk_user_needs_advice	what are your suggestions?	ご 提案 は 何 でしょう か ？
smalltalk_user_needs_advice	what would you recommend?	何 を お 勧め し ます か ？
smalltalk_user_needs_advice	what do you recommend?	何 を お すすめ し ます か ？
smalltalk_user_needs_advice	give me advice	アドバイス を ください 。
smalltalk_user_needs_advice	give me good advice	良い アドバイス を お 願い し ます 。
smalltalk_user_needs_advice	give me some advice	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	give me some wise advice	賢明 な アドバイス を ください 。
smalltalk_user_needs_advice	give me a good advice	良い アドバイス を お 願い し ます 。
smalltalk_user_needs_advice	i need advice on what to do	何 を すれ ば よい か 、 アドバイス が 必要 です 。
smalltalk_user_needs_advice	i need advice on this	これ に つい て アドバイス を お 願い でき ます でしょう か 。
smalltalk_user_needs_advice	i need help	助け が 必要 です 。
smalltalk_user_needs_advice	i need advice	助言 を お 願い し たい の です が 。
smalltalk_user_needs_advice	give me some tips?	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	you have a suggestion for me?	何 か ご 提案 が あり ます か ？
smalltalk_user_needs_advice	what advice do you have for me?	私 に 何 か アドバイス を 頂け ます か ？
smalltalk_user_needs_advice	you have advice for me?	何 か アドバイス は あり ます か ？
smalltalk_user_needs_advice	do you have advice for me?	何 か アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	do you have any advice for me?	何 か アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	tell me the best way	最善 の 方法 を 教え て ください 。
smalltalk_user_needs_advice	please advise me	助言 を お 願い し ます 。
smalltalk_user_needs_advice	i'd like your advice	ご 助言 を いただき たく 存じ ます 。
smalltalk_user_needs_advice	can i ask your advice?	ご 助言 を お 願い し て も よろしい でしょう か ？
smalltalk_user_needs_advice	can i ask for your advice?	ご 助言 を お 願い でき ます か ？
smalltalk_user_needs_advice	can you give me a little advice?	少し アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	can you help me out?	お 手伝い いただけ ます か ？
smalltalk_user_needs_advice	can you give me some advice?	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	could you advise me?	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	can you advise me?	助言 し て いただけ ます か ？
smalltalk_user_needs_advice	please help me	助け て ください 。
smalltalk_user_needs_advice	can you give me a suggestion?	ご 提案 を いただけ ます か ？
smalltalk_user_needs_advice	can you give me advice?	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	could you offer advice?	アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	can you provide any advice	何 か アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	can you offer advice?	助言 し て くれ ます か ？
smalltalk_user_needs_advice	can you offer any advice?	何 か アドバイス を いただけ ませ ん か ？
smalltalk_user_needs_advice	give me some advice about what to do	何 を すれ ば よい か 、 いくつ か アドバイス を いただけ ます か 。
smalltalk_user_needs_advice	give me some advice about this	これ に つい て 何 か アドバイス を ください 。
smalltalk_user_needs_advice	give me some advice about it	それ に 関し て 何 か アドバイス を いただけ ます か ？
smalltalk_user_needs_advice	give me some advice about 	私 に いくつ か アドバイス を ください 。
smalltalk_user_needs_advice	please help me with advice	どうぞ アドバイス を お 願い いたし ます 。
smalltalk_user_needs_advice	i can use some advice	助言 を いただき たい の です が 。
smalltalk_user_needs_advice	i could use some advice	アドバイス を いただけ ない でしょう か 。
smalltalk_user_needs_advice	i need a piece of advice from you	アドバイス を いただき たい の です が 。
smalltalk_user_needs_advice	i need advice from you	あなた から の アドバイス が 必要 です 。
smalltalk_user_needs_advice	i need an advice from you	ご 助言 を いただき たい の です が 。
